actual,predict
13.70332987,14.2761651
13.98570396,14.2761651
14.23862121,14.2761651
14.67062898,14.2761651
14.25460035,14.2761651
14.43445622,14.2761651
14.14953766,14.2761651
14.34098775,14.2761651
14.71569893,14.2761651
14.25695887,14.2761651
13.92632409,14.2761651
14.15328695,14.2761651
14.37876512,14.76148409
14.18278139,14.2761651
14.51378056,14.2761651
13.92157682,14.2761651
14.47144452,14.2761651
13.92577444,14.2761651
14.11126148,14.2761651
14.09363318,14.2761651
14.50721775,14.2761651
14.20854752,14.2761651
14.19250145,14.2761651
14.23211628,14.2761651
14.08475097,14.2761651
14.3642975,14.2761651
14.2125775,14.76148409
14.38280714,14.2761651
14.7485613,14.2761651
14.33771879,14.2761651
14.46021357,14.2761651
14.58009231,14.2761651
14.62725223,14.2761651
14.49623695,14.2761651
14.41862403,14.2761651
14.89294284,14.2761651
14.18924802,14.2761651
14.34139728,14.2761651
14.61649725,14.2761651
14.56585559,14.2761651
14.58447101,14.2761651
14.37826581,13.81224582
14.5499861,13.81224582
14.46358956,13.81224582
14.29204866,13.81224582
14.56080388,13.81224582
14.55173936,13.81224582
14.13594823,13.81224582
14.2084635,13.81224582
14.43875488,13.81224582
14.58050683,13.81224582
14.49525675,13.81224582
14.43632167,13.81224582
14.43963749,13.81224582
14.34253424,13.81224582
14.54903288,13.81224582
14.58452121,13.81224582
14.26665857,13.81224582
14.3819422,13.81224582
14.33505177,13.81224582
14.47484358,13.81224582
14.06723883,13.81224582
14.1619717,13.81224582
14.18463666,13.81224582
14.37327211,13.81224582
14.7802675,13.81224582
14.63596567,13.81224582
14.14272392,13.81224582
14.31105937,13.81224582
14.74709358,13.81224582
14.17496118,13.81224582
14.06252905,13.81224582
14.80756468,13.81224582
14.15377182,13.81224582
14.74479546,13.81224582
14.7643067,13.81224582
14.50802934,13.81224582
14.5268692,13.81224582
14.70465985,13.81224582
14.01482123,13.81224582
14.50800042,13.81224582
14.38247462,13.81224582
14.58360756,14.34402054
13.42566998,14.34402054
14.90156452,14.34402054
15.00944223,14.34402054
14.38972964,14.34402054
14.44736564,14.34402054
14.73033036,14.34402054
14.33377038,14.34402054
14.14162227,14.34402054
14.34670162,14.34402054
14.40883359,14.34402054
14.19806106,14.34402054
14.01522724,14.34402054
14.51536536,14.34402054
14.62031285,14.34402054
14.69432727,14.34402054
14.3977823,14.34402054
14.60723932,14.34402054
14.47063458,14.34402054
14.82882007,14.34402054
14.84004201,14.34402054
14.38044051,14.34402054
14.21957865,14.34402054
14.51336734,14.34402054
14.58192728,14.34402054
14.76894716,14.34402054
14.76041464,14.34402054
14.93609114,14.34402054
14.21803026,14.34402054
14.67516312,14.34402054
14.77732807,14.34402054
14.42389879,14.34402054
14.46276369,14.34402054
14.7025297,14.34402054
14.92581833,14.34402054
14.67644745,14.34402054
14.12324637,14.34402054
14.61483996,14.34402054
14.63561798,14.34402054
14.47358881,14.34402054
14.75519911,14.34402054
14.39309685,14.34402054
14.57871509,14.34402054
14.33166136,14.34402054
14.60178214,14.34402054
14.45459917,14.34402054
14.73806621,14.34402054
14.03669615,14.34402054
14.05204984,14.34402054
14.4588228,14.34402054
14.70577985,14.34402054
14.42240841,14.34402054
13.92310551,14.34402054
14.12107954,14.34402054
14.46582137,14.34402054
14.29889787,14.34402054
14.01776215,14.34402054
14.241109,14.34402054
14.40262536,14.34402054
14.05312631,14.34402054
13.94153463,14.34402054
14.38130314,14.34402054
14.26569085,14.34402054
13.50607202,14.34402054
14.14744361,14.34402054
14.21632683,14.34402054
14.15547739,14.34402054
14.3701827,14.34402054
13.59099452,14.34402054
13.75655084,14.34402054
13.78257372,14.34402054
14.18414626,14.34402054
14.26349476,14.34402054
14.54819524,14.34402054
13.99115022,14.34402054
13.79408434,14.34402054
14.12985185,14.34402054
14.46261509,14.34402054
14.39769589,14.34402054
13.87873704,14.34402054
14.12447848,14.34402054
14.34403702,14.34402054
14.45096738,14.34402054
13.83509346,14.34402054
14.05302339,14.34402054
13.85614073,14.34402054
13.40061279,14.34402054
13.89025108,14.34402054
13.96086021,14.34402054
13.74433401,14.58377632
14.04779515,14.58377632
15.13783212,14.74453908
15.01090588,13.87292867
14.84125003,14.74453908
14.74668679,14.74453908
14.61397092,14.74453908
14.52425392,14.74453908
14.54060049,14.74453908
14.63735865,14.74453908
14.61090965,14.74453908
14.49309084,14.74453908
14.70141035,14.74453908
14.58530428,14.74453908
14.38977761,14.74453908
14.46543705,14.26470186
14.5382907,14.76401129
14.66656884,14.26470186
14.58983319,14.74453908
14.72216183,14.12558081
14.57078173,14.74453908
14.40995166,14.74453908
14.5895621,13.87292867
14.2916759,14.74453908
14.15057041,14.74453908
14.41894112,14.26470186
14.69352485,14.74453908
14.66884646,14.26470186
14.87008368,14.74453908
14.67691707,14.74453908
14.57912792,14.74453908
14.7517952,14.66372775
14.45918697,15.36155778
14.76916542,14.34402054
14.74762266,14.34402054
14.40241107,13.87292867
14.64503604,14.76401129
15.10740087,14.74453908
14.84385769,14.74453908
15.25604026,14.74453908
14.6740734,14.74453908
13.96982375,15.36155778
15.08490951,15.36155778
14.77346724,15.13830307
15.09208639,15.13830307
14.91400579,14.76401129
14.9367207,14.76401129
15.0724187,14.76401129
15.00622071,14.74453908
14.14066095,14.74453908
14.85833515,15.36155778
14.18062021,15.13830307
14.69956042,14.74453908
14.9887383,14.74453908
14.95804294,15.36155778
15.07040585,15.13830307
13.8336453,14.74453908
14.73500884,14.74453908
14.93834518,14.74453908
14.75925591,14.74453908
14.60789854,14.74453908
14.96481192,14.74453908
15.2657357,14.74453908
14.71460338,14.74453908
14.93554391,15.36155778
14.58464722,15.36155778
15.05856411,15.36155778
14.83616679,15.36155778
15.06921382,15.13830307
14.91384872,15.13830307
14.79925886,15.13830307
14.75537087,15.13830307
14.85056392,14.76401129
15.29229751,14.76401129
14.9576611,14.76401129
15.17498477,14.76401129
14.89555863,14.69652839
15.05711721,14.69652839
15.22133207,14.69652839
15.04223029,13.87292867
15.19637587,13.87292867
15.56080284,13.87292867
15.42611935,13.87292867
15.3760243,13.87292867
14.74422018,13.87292867
14.38147887,14.74453908
14.29736515,14.74453908
13.92599686,14.74453908
13.88094785,14.74453908
13.78562147,14.74453908
13.92478944,14.74453908
13.01930599,14.74453908
13.91648648,14.74453908
13.70779339,14.74453908
13.62255867,14.74453908
13.69780598,14.74453908
13.80082996,14.74453908
13.59064152,14.74453908
13.4458621,14.74453908
13.5255335,14.74453908
13.68704179,14.74453908
13.52043287,14.74453908
13.43602291,14.74453908
13.31880548,14.74453908
13.2051083,14.74453908
13.64560752,14.74453908
13.99398161,14.74453908
13.73188029,14.74453908
13.45696325,14.74453908
13.6437531,14.74453908
13.65525373,14.74453908
14.17630265,14.74453908
13.78481363,14.74453908
14.15564611,14.74453908
13.19240881,14.74453908
13.81444172,14.74453908
13.82982513,14.74453908
13.65036284,14.74453908
13.9746303,14.74453908
14.02310282,14.74453908
13.71169675,14.74453908
13.94025068,14.74453908
13.9534616,14.74453908
13.96250811,14.74453908
13.94121329,14.74453908
13.94467081,14.74453908
14.01346664,14.74453908
13.42296494,14.74453908
14.1366222,14.74453908
14.07388118,14.74453908
14.05180399,14.74453908
14.20451902,14.74453908
14.05825132,14.74453908
13.95587498,14.74453908
13.874674,14.74453908
13.49251384,14.74453908
13.75330118,14.74453908
13.60174279,14.74453908
13.66445048,14.74453908
14.24848243,14.74453908
13.50537559,14.74453908
14.10028572,14.74453908
13.4710663,14.74453908
13.64536242,14.74453908
13.64034741,14.74453908
13.67631801,14.74453908
13.77840277,14.74453908
13.37430188,14.74453908
13.80985173,14.74453908
13.41097972,14.74453908
13.76394489,14.74453908
13.1418997,14.74453908
13.37689556,14.74453908
13.54639593,14.74453908
13.54610169,14.74453908
13.93372361,14.74453908
13.46952775,14.74453908
13.43572806,14.74453908
13.83406348,14.74453908
13.47553866,14.74453908
13.66810657,14.74453908
13.58660493,14.74453908
13.85635416,14.74453908
13.83684932,14.74453908
13.25928866,14.74453908
13.82770574,14.74453908
13.4934941,14.74453908
14.01573816,14.74453908
14.28231424,14.74453908
13.84882756,14.74453908
13.6420046,14.74453908
13.51616635,14.74453908
13.6869588,14.74453908
14.08757329,14.74453908
13.54673455,14.74453908
13.69942945,14.74453908
13.73089286,14.74453908
13.8070914,14.74453908
13.68711073,14.74453908
13.89518528,14.74453908
13.38903654,14.74453908
13.80606549,14.74453908
13.9766139,14.74453908
13.63655615,14.74453908
13.88181405,14.74453908
13.6665511,14.74453908
13.94458304,14.74453908
13.874767,14.74453908
13.60454639,14.74453908
14.13153805,14.74453908
14.03345542,14.74453908
13.83721726,14.74453908
14.1025817,14.74453908
14.11370378,14.74453908
14.30015858,14.74453908
14.01823453,14.74453908
14.08668863,14.74453908
14.19806791,14.74453908
13.87445144,14.74453908
13.84685444,14.74453908
14.00796523,14.74453908
13.96941029,14.74453908
13.8781856,14.74453908
14.01506362,14.74453908
13.68347868,14.74453908
14.26012119,14.74453908
14.04058287,14.74453908
13.99992459,14.74453908
14.05814246,14.74453908
14.12910721,14.74453908
14.32258196,14.74453908
14.09114227,14.74453908
14.0004744,14.74453908
14.45711759,14.74453908
14.13764276,14.74453908
14.23386636,14.74453908
14.11154352,14.74453908
13.91656934,14.74453908
13.86304871,14.74453908
13.86842552,14.74453908
14.0049141,14.74453908
14.6414495,14.74453908
14.25012095,14.74453908
13.49029278,14.74453908
13.91676284,14.74453908
14.04426194,14.74453908
14.37062885,14.74453908
14.28568908,14.74453908
13.81895923,14.74453908
14.37326167,14.74453908
14.24234759,14.74453908
14.24778067,14.74453908
15.01404513,14.74453908
14.75515385,14.74453908
13.94095622,14.74453908
13.48128418,14.74453908
13.70453318,14.74453908
14.27147798,14.74453908
13.99648368,14.74453908
14.69882409,14.74453908
14.08921035,14.74453908
13.80141471,14.74453908
14.32728456,14.74453908
14.08481139,14.74453908
13.79457148,14.74453908
14.18210337,14.74453908
14.64775113,14.74453908
14.54186266,14.74453908
14.60065007,14.74453908
14.63289054,14.74453908
14.55313033,14.74453908
14.40221137,14.74453908
14.36977228,14.74453908
14.76465873,14.74453908
14.78707687,14.74453908
14.4839892,14.74453908
14.32094297,14.74453908
14.64947833,14.74453908
14.52365871,14.74453908
14.36822959,14.74453908
14.68605339,14.74453908
14.63599376,15.36155778
14.70158275,15.36155778
14.52339789,15.36155778
14.57556794,15.13830307
14.39934512,15.13830307
14.38276768,15.13830307
14.49453788,14.74453908
14.45023376,14.74453908
14.44141605,14.74453908
14.35360671,14.74453908
14.26831054,14.74453908
13.03442934,14.74453908
14.99534205,14.74453908
14.62324735,14.74453908
14.9103729,14.74453908
14.13046356,14.74453908
14.20588004,14.74453908
14.89174591,14.74453908
14.47947537,14.74453908
14.08789168,14.74453908
14.37784185,14.74453908
13.64664811,14.74453908
14.77670418,14.74453908
14.83743487,14.74453908
14.71536836,14.74453908
14.68147925,14.74453908
14.77915489,14.74453908
14.44783595,14.74453908
14.92067493,14.74453908
14.50184278,14.74453908
14.74570589,14.74453908
14.55658978,14.74453908
14.14341042,14.74453908
14.50457989,14.74453908
14.52598627,14.74453908
14.88607689,14.74453908
14.88567437,14.74453908
14.76148689,14.74453908
14.18655814,14.74453908
14.89167582,14.74453908
14.46768012,14.74453908
14.46380235,14.74453908
14.90301974,14.74453908
14.50356981,14.74453908
14.74859749,14.74453908
14.8056566,14.74453908
14.46460301,14.74453908
14.31408879,14.74453908
14.81058217,14.74453908
14.91221443,14.74453908
14.47665235,14.74453908
14.28290794,14.74453908
14.91533467,14.74453908
14.72461538,14.74453908
14.96558022,14.74453908
14.55869052,14.74453908
14.68383084,14.74453908
15.0392137,14.74453908
14.62076921,14.74453908
14.82444862,14.74453908
14.85056337,14.74453908
14.62586766,14.74453908
14.79847863,14.74453908
15.54915927,14.74453908
15.70813778,14.74453908
15.59942322,14.74453908
15.55442679,14.74453908
15.68652899,14.74453908
15.55838857,14.74453908
15.45826072,14.74453908
15.32179354,14.74453908
16.096986,14.74453908
15.82928007,14.74453908
15.13370005,14.74453908
15.82815999,14.74453908
15.7249755,14.74453908
15.95097984,14.74453908
16.00620122,14.74453908
15.92115586,14.74453908
15.09357231,14.74453908
15.64822116,14.74453908
15.2119155,14.74453908
16.0931627,14.74453908
15.51499207,14.74453908
15.92831282,14.74453908
15.84252391,14.74453908
15.4295006,14.74453908
15.39590873,14.74453908
15.78673318,14.74453908
15.58250391,14.74453908
15.99789199,14.74453908
15.57915678,14.74453908
16.20607408,14.74453908
15.6342279,14.74453908
16.29788199,14.74453908
15.80642337,14.74453908
16.00953679,14.74453908
15.30777039,14.74453908
16.0869767,14.74453908
16.06028399,14.74453908
16.0908829,14.74453908
15.90000145,14.74453908
15.96677268,14.74453908
15.77260921,14.74453908
15.65076039,14.74453908
16.00103269,14.74453908
16.38395384,14.74453908
15.92203878,14.74453908
16.25180595,14.74453908
16.03579643,14.74453908
16.69428427,14.74453908
16.19875462,14.74453908
16.2067241,14.74453908
15.94730744,14.74453908
16.26222529,14.74453908
15.76398491,14.74453908
16.05744525,14.81237333
15.71787445,14.81237333
15.84255887,14.81237333
15.9530048,14.81237333
15.59427898,14.81237333
15.96984924,14.81237333
16.04869135,14.81237333
15.76236153,14.81237333
15.58481533,14.81237333
16.00597964,14.81237333
16.1266534,14.81237333
15.64280847,14.81237333
16.18865683,14.81237333
16.07914495,14.81237333
16.05948706,14.81237333
15.39663493,14.81237333
15.90596341,14.81237333
16.22485461,14.81237333
15.59651793,14.81237333
15.95999285,14.81237333
16.15899379,14.81237333
15.76180122,14.81237333
16.41400912,14.81237333
16.08103447,14.81237333
16.16791805,14.81237333
16.07112453,14.81237333
15.6854285,14.81237333
16.181924,14.81237333
15.74044231,14.81237333
15.75920167,14.81237333
15.4141577,14.81237333
15.59733621,14.81237333
16.03713451,14.81237333
15.96784558,14.81237333
15.58795964,14.81237333
15.94116248,14.81237333
15.36555016,14.81237333
15.74606171,14.81237333
16.00561874,14.81237333
15.86635253,14.81237333
15.86599308,14.81237333
16.3428778,14.81237333
15.99720738,14.81237333
16.27768873,14.81237333
16.18439676,14.81237333
16.26891046,14.81237333
15.90015226,14.81237333
15.7489939,14.81237333
15.75764742,14.81237333
15.57659535,14.81237333
15.95701397,14.81237333
15.97360432,14.81237333
16.08797408,14.81237333
16.03645596,14.81237333
15.8999495,14.81237333
15.96063598,14.81237333
16.10081467,14.81237333
16.25929649,14.81237333
15.91145926,14.81237333
15.69672806,14.81237333
16.02930458,14.81237333
16.01208644,14.81237333
16.0688835,14.81237333
15.89459943,14.81237333
16.25383342,14.81237333
15.74446928,14.15130192
16.10682796,14.15130192
15.87845083,14.15130192
14.7664534,14.15130192
15.79898331,14.15130192
15.51473271,14.15130192
15.36148773,14.15130192
15.47592811,14.15130192
15.66635722,14.15130192
15.79994399,14.15130192
15.82894317,14.15130192
15.37753331,14.15130192
15.40340952,14.15130192
15.94490572,14.15130192
15.35405016,14.15130192
15.92095178,14.15130192
15.583847,14.15130192
15.78872017,14.15130192
15.58673433,14.15130192
15.46183724,14.15130192
15.41592703,14.15130192
15.43951574,14.15130192
15.42110809,14.15130192
15.68345805,14.15130192
15.65871629,14.15130192
15.63920765,14.15130192
15.4703717,14.15130192
15.69990182,14.15130192
15.7494149,14.24734407
15.77183446,14.24734407
15.33592807,14.24734407
15.94937381,14.24734407
15.56975938,14.24734407
15.57156814,14.24734407
16.13596131,14.24734407
15.42871629,14.24734407
15.4560938,14.24734407
15.21789283,14.24734407
15.75412709,14.24734407
15.98819888,14.24734407
16.15825514,14.24734407
15.5320829,14.24734407
16.20240609,14.30491433
15.63070486,14.30491433
15.82078107,14.30491433
15.74321393,14.30491433
15.85415299,14.30491433
15.95465988,14.30491433
15.70341583,14.30491433
13.94614513,14.30491433
15.39683909,14.30491433
15.85542126,14.30491433
15.307,14.30491433
15.35965357,14.30491433
15.41036833,14.30491433
15.6304746,14.30491433
15.95487255,14.30491433
15.89868112,14.30491433
15.80092694,14.30491433
15.37101669,14.30491433
15.64172548,14.30491433
16.11362385,14.30491433
15.91434598,14.30491433
15.675133,14.30491433
15.9986309,14.30491433
16.28356858,14.30491433
15.96536048,14.30491433
15.99928733,14.30491433
16.29725262,14.30491433
16.09632419,14.30491433
16.01045719,14.30491433
15.68278904,14.30491433
16.27040972,14.30491433
16.00440562,14.30491433
15.27236052,14.30491433
15.84060849,14.30491433
16.44388032,14.30491433
16.07127113,14.30491433
15.51158057,14.30491433
15.88045267,14.30491433
15.69121898,14.30491433
15.86809909,14.30491433
16.15750575,14.30491433
16.5683427,14.30491433
15.82331716,14.24734407
16.28635919,14.24734407
16.1202512,14.24734407
16.18331244,14.24734407
16.39973401,14.24734407
16.14815528,14.24734407
16.30069676,14.24734407
16.17628374,14.24734407
15.95202017,14.24734407
15.82029546,14.24734407
15.68161854,14.24734407
16.47406723,14.24734407
15.92366705,14.24734407
15.79018748,14.24734407
16.0620076,14.24734407
15.76030967,14.24734407
16.2876242,14.24734407
15.9568779,14.24734407
16.0796711,14.24734407
16.13912901,14.24734407
15.61030588,14.24734407
15.75488854,14.24734407
16.1028632,14.24734407
15.73565893,14.24734407
16.01336759,14.24734407
15.84488463,14.24734407
16.17434477,14.24734407
15.66335398,14.24734407
16.00945994,14.24734407
15.98505796,14.24734407
16.21666801,14.24734407
16.0342066,14.24734407
15.70771526,14.24734407
16.3491499,14.24734407
15.9264139,14.24734407
15.71640697,14.24734407
16.19101728,14.24734407
15.81157977,14.24734407
16.19795773,14.24734407
16.16768226,14.24734407
16.12205006,14.24734407
16.02903822,14.24734407
15.99018278,14.24734407
16.10997898,14.24734407
15.86818802,14.24734407
15.81603942,14.24734407
15.78595869,14.24734407
15.97838557,14.24734407
16.02131503,14.24734407
15.78013156,14.24734407
15.59511284,14.24734407
16.03012718,14.24734407
15.74154201,14.24734407
15.78893016,14.24734407
16.01357899,14.24734407
15.63795857,14.24734407
16.0057961,14.24734407
16.04946089,14.24734407
15.80139484,14.24734407
15.9844589,14.24734407
15.91312007,14.24734407
16.19319816,14.24734407
14.69683936,14.24734407
15.7190509,14.24734407
15.78553865,14.24734407
15.28364849,14.24734407
15.33563754,14.24734407
15.56618183,14.24734407
15.51774725,14.24734407
15.14468161,14.24734407
15.32259348,14.24734407
15.41089625,14.24734407
15.1367032,14.24734407
15.08304965,14.24734407
15.01107598,14.24734407
15.50347219,14.24734407
15.04103655,14.24734407
15.22367979,14.24734407
15.2530432,14.24734407
15.17885095,14.24734407
15.08924616,14.24734407
15.37053552,14.24734407
15.22659048,14.24734407
15.25927135,14.24734407
14.59539032,14.24734407
